Feature.ID	NA08051STEP	NA108001aSTEP	NA108001bSTEP	NA108003STEP	NA108003STEP20200226	NA108009STEP	NA108010STEP	NA108012STEP	NA108020aSTEP	NA108020bSTEP	NA108036aSTEP	NA108036bSTEP	NA108039STEP	NA108039STEP20200226	NA108041STEP	NA108042STEP	NA108049STEP	NA108052STEP	NA108056aSTEP	NA108056bSTEP	NA108081STEP	NA108087STEP	NA108087STEP20200226	NA108089STEP	NA108096STEP	NA108100STEP	NA108102STEP	NA108106STEP	NA108108STEP	NA108109STEP	Taxon	Confidence
5e6478050eeb1ae21c8d4a1c779b73f4	419	357	536	1713	2211	0	0	121	1189	939	845	1337	0	0	0	115	265	778	535	462	676	295	300	486	837	157	240	947	1284	167	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib	0.753026137832952
8a6f57b453a86372fd1f03befceb3c5c	269	488	1084	1275	1673	0	0	280	887	898	799	1390	0	17	38	85	301	584	682	208	0	56	69	801	928	111	0	1471	1752	110	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__uncultured marine archaeon;D_6__uncultured marine archaeon	0.746306713810836
12a678de1ab697ad0c99cd9cbf46fd90	111	197	637	1848	2224	35	7	107	1539	1265	732	829	0	0	0	62	94	882	1102	404	284	40	51	365	634	47	48	838	592	38	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae	0.999999998579052
ed958e0a3e7f149c81e244174228a0fa	0	2140	8431	733	859	0	0	0	130	114	563	355	0	0	0	0	0	304	39	118	9	0	0	0	133	0	0	0	0	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Alcanivoracaceae;D_5__Alcanivorax	0.999994514201703
7ab2189c839685c1d896152a37c83696	65	189	91	1696	3169	0	0	0	1831	1625	467	966	0	0	0	28	0	602	615	599	0	96	74	172	436	60	0	131	348	0	D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata;D_3__Marine Group II	0.999999999493303
e00012f8b749d5a7e6047dc838c05e8d	108	309	593	1267	1662	32	18	148	993	844	643	873	0	0	0	55	152	707	570	277	143	56	55	492	553	76	45	562	736	73	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae	0.999999962304426
f675ec24dd0a9eaa391a66293ee2da80	223	255	389	1234	1473	0	0	111	958	882	397	706	0	0	0	79	103	533	672	216	0	128	115	428	549	0	0	583	727	61	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__uncultured marine archaeon;D_6__uncultured marine archaeon	0.736258499939547
e18ac82a264ac4912d5a34c205f82c63	234	472	742	409	537	3	0	165	248	140	893	1414	0	0	0	63	175	162	181	70	0	198	217	482	703	100	71	1305	1464	81	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.991719364869496
1040e8aaec38d48d4a95fa1c3390a6c1	0	149	116	1125	1200	0	14	0	1050	990	374	766	0	0	0	0	105	707	459	454	785	0	0	368	446	121	99	339	506	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib	0.744517920818823
4a6e7f583942acc3dd234d081aecb8f8	225	294	796	626	685	0	46	60	181	119	1945	1420	0	0	0	59	102	90	138	37	0	206	272	302	840	44	74	422	1082	32	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiomicrospirales;D_4__Thioglobaceae	0.999967581255682
3091d316a6f0390a6bf32657d67c4490	153	289	615	782	849	0	0	98	646	611	854	969	0	0	0	83	130	376	433	208	0	65	77	417	635	95	0	633	984	54	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__uncultured marine archaeon;D_6__uncultured marine archaeon	0.709321041530287
1b21d2b71f96b4a59b392aee9aa1d655	270	9	0	128	159	0	0	0	0	0	21	0	0	4	10	16	19	1793	3644	831	12	60	63	914	115	722	24	297	84	11	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Idiomarinaceae;D_5__Idiomarina;D_6__Pseudoalteromonas sp. BS6_78	0.792701478657926
ed7831c292947ea4e5f2048d47a5f8c4	142	287	559	694	862	0	8	44	497	351	1191	1153	0	0	0	39	172	290	275	175	0	78	106	261	665	31	0	381	827	28	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Pseudohongiellaceae;D_5__Pseudohongiella	0.998890636980983
7dc64b00c4ac941a3e2884c61026f51f	69	0	0	0	0	177	126	218	0	0	118	4	0	0	0	3	123	0	0	0	0	0	8	659	19	0	38	1931	1209	4398	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Nautiliales;D_4__Nautiliaceae;D_5__Caminibacter;D_6__uncultured Epsilonproteobacteria bacterium	0.823764734147375
6986cf7a1c0c61e054cdf516a9407eac	107	0	98	0	0	73	214	202	0	0	0	0	0	0	0	0	154	0	0	0	0	28	26	431	0	0	14	487	1127	5819	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Sulfurovaceae;D_5__Sulfurovum	0.999582537102481
2741043f5dec26e88dc98b406cc5869a	88	246	477	759	978	0	0	115	634	561	455	771	0	0	0	43	148	451	403	169	0	51	73	297	532	56	0	706	718	44	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae	0.99999997455043
ea263e4e7672e52902525f9c44fdcd67	200	279	300	764	923	0	0	83	731	603	406	756	0	0	0	75	132	393	435	424	0	182	155	323	444	131	0	238	574	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II	0.845222290138175
8ea74866a07809808e12b2529cca1f38	31	0	0	0	0	5	0	0	0	0	14	6	8	13	0	0	60	0	0	0	0	0	0	352	0	0	0	605	947	6443	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Campylobacteraceae;D_5__Campylobacter;D_6__uncultured prokaryote	0.731819455976015
66c28633afa706a1e8785165a4ce933e	386	50	99	58	73	0	0	45	35	0	160	243	0	0	0	102	197	0	0	0	0	382	412	1287	2671	188	331	841	911	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiomicrospirales;D_4__Thioglobaceae;D_5__SUP05 cluster	0.993502944901949
16fd2815485fea778dae8058c03f1043	108	229	460	769	1001	0	35	121	738	599	591	477	0	0	0	46	127	408	396	180	0	19	0	321	371	25	0	762	445	44	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae	0.999999994587817
e4304c9496921fcf8a88c1ef30dfd0eb	0	235	758	2429	2803	0	0	18	69	261	347	179	0	0	0	0	0	143	132	50	3	0	0	7	73	0	0	0	0	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae	0.999943325338591
aee3b4534f6270feb28439162bdbd12a	95	118	165	1081	1208	0	0	78	564	555	538	605	0	0	8	0	71	495	514	135	0	110	77	138	276	58	47	131	314	29	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__HOC36;D_4__uncultured bacterium HF0770_27E13;D_5__uncultured bacterium HF0770_27E13;D_6__uncultured bacterium HF0770_27E13	0.999479458282106
5492e1e3f69ff758c60a3e5094ae1aec	74	185	168	764	941	0	18	61	947	490	578	580	0	0	0	0	0	580	409	306	0	145	85	126	391	0	65	140	329	24	D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata;D_3__Marine Group III	0.999999999920975
72143fd9e63fe40c1258948d2f0d79c3	127	0	0	0	0	61	0	0	215	522	227	347	0	0	37	0	241	201	59	122	258	17	38	536	552	252	29	407	2872	92	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia	0.963153762212242
4aaab434fafc8c693a89284d208a013c	110	249	192	741	863	0	0	103	451	395	464	734	0	0	0	31	90	338	313	144	0	86	112	189	309	35	10	344	395	32	D_0__Bacteria;D_1__Nitrospinae;D_2__Nitrospinia;D_3__Nitrospinales;D_4__Nitrospinaceae;D_5__LS-NOB	0.998596450625222
b816f84e82190f43697b94966a8de850	1266	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	182	84	0	19	184	4193	415	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiomicrospirales;D_4__Thioglobaceae	0.999972632212868
f8d91f54417b5fd40415212178222268	0	144	491	664	783	0	0	0	577	442	420	576	0	0	0	0	230	335	247	233	0	0	0	186	316	0	0	414	523	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I	0.997709375866902
d0233860c33d91e5c02eb6852e2c24aa	103	149	123	732	875	27	6	50	589	477	493	565	0	0	9	19	65	445	406	160	0	59	60	129	338	10	32	193	398	15	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade	0.999993903258475
7b2894c3ec91865016a55cf486381fd8	98	266	314	233	280	0	0	101	184	123	1076	896	0	0	0	0	121	100	160	0	0	76	96	330	570	57	27	665	746	0	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.99889994123924
07c652ab78300566d45f2b3f312feca7	0	117	0	698	1417	0	0	34	786	632	469	621	0	0	0	0	0	250	333	239	0	0	0	139	295	0	34	93	339	0	D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata;D_3__Marine Group II	0.999999998948478
52a07656ef1092595af45cbe1744ecdb	92	0	0	4	0	29	0	62	0	0	4	0	661	850	359	4009	35	14	0	8	0	0	0	221	5	3	0	0	29	21	D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia;D_3__Fusobacteriales;D_4__Fusobacteriaceae;D_5__Psychrilyobacter;D_6__uncultured bacterium	0.73937361465065
165672f31fa35456edcb05e1b8d83238	201	247	299	432	533	0	0	57	283	212	606	922	0	0	0	26	132	183	135	87	0	65	91	231	466	21	10	479	637	36	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade)	0.999991734723239
8904aea868500ed51b82fb6cd6b80163	42	0	0	0	0	0	0	0	0	0	0	0	1829	1955	313	2140	13	0	0	0	0	5	0	29	0	0	0	18	29	0	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Sulfurovaceae;D_5__Sulfurovum	0.999428111727699
f19fda84a12829f2d6033c22da243230	184	184	578	305	334	0	0	59	167	124	1407	880	0	0	6	19	33	122	101	38	0	69	107	219	390	44	52	185	566	15	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__uncultured	0.995058225374067
0b1dcf7a77faff5f0ad15d17a322ec6c	81	0	0	0	0	0	0	28	0	0	0	0	247	265	368	342	80	0	0	0	0	0	0	331	0	0	96	194	574	3525	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Sulfurovaceae;D_5__Sulfurovum	0.999972968437564
ba3f7ff855a5a4761432db829b538697	0	424	1379	1548	1754	0	0	0	166	143	286	112	0	0	0	0	0	91	53	43	0	0	0	0	49	0	0	0	0	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Alcanivoracaceae;D_5__Alcanivorax	0.999991824727425
eab11e546e64b98eb9a6fe2b0b478c53	0	649	1777	1131	1401	0	0	0	108	143	301	151	0	0	0	0	0	120	67	36	0	0	0	0	63	0	0	0	0	0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Muricauda	0.99999019598363
3037b65bc167c69f6fb6fa994ef04ef3	28	0	0	0	0	165	0	136	0	0	0	0	1624	1805	1049	499	0	0	0	0	0	0	0	246	0	0	0	124	146	94	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Thiovulaceae;D_5__Sulfurimonas	0.999999326078452
dfc0bb50086fd17c3830499a53fa5895	0	131	179	583	646	0	0	0	655	456	303	612	0	0	0	0	100	321	232	290	200	0	100	205	366	62	0	117	247	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II	0.903761018711621
4e0f03ee3f3935bde66207bf3654005e	84	126	432	614	713	0	0	51	276	256	635	550	18	27	0	0	29	231	219	78	0	131	146	142	307	25	0	140	323	18	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Arctic97B-4 marine group;D_4__uncultured marine bacterium;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.867314943129475
39d604a7c3029939c39aabe8f59bc610	133	192	221	453	633	0	0	79	270	398	632	552	0	0	0	44	0	237	248	177	0	178	110	209	308	0	0	120	291	0	D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata;D_3__Marine Group III;D_4__uncultured marine archaeon;D_5__uncultured marine archaeon;D_6__uncultured marine archaeon	0.731774705108605
88a4d20f62b432fb973bcce573ef2f0c	0	0	269	503	584	0	0	0	715	592	239	509	0	0	0	0	0	383	258	0	513	0	0	0	265	0	0	265	354	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II	0.889741987329494
cff959de4ac11bbd58469c37020f48ed	12	0	0	0	0	8	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	38	124	377	4803	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Campylobacteraceae;D_5__Campylobacter;D_6__uncultured Epsilonproteobacteria bacterium	0.808161811494112
5f4ba6ed21ca4b46e699e30e401c5e45	70	0	0	0	0	84	0	0	131	319	321	336	0	0	19	0	291	115	40	45	0	7	14	205	428	144	0	124	2563	81	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Synechococcus CC9902	0.947910411889743
2a0610d2df4f5181c6140907322c9d5c	52	139	103	581	618	56	0	19	398	327	421	531	0	0	2	22	21	274	328	127	0	40	58	156	323	45	57	241	385	8	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured bacterium 413004-H17;D_3__uncultured bacterium 413004-H17;D_4__uncultured bacterium 413004-H17;D_5__uncultured bacterium 413004-H17;D_6__uncultured bacterium 413004-H17	0.992316910221882
2c674dd5dcc493fc0bad82c12f46397e	158	0	0	0	0	65	0	0	200	337	0	396	0	0	0	0	165	262	0	139	525	0	0	600	324	344	0	201	1360	82	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia	0.864957908312913
09de3dde6c465b74bcb8e6f8a478e4e0	0	18	10	2184	2723	0	0	0	12	121	16	13	0	0	0	0	0	21	5	0	0	0	0	0	6	0	0	0	0	0	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Nocardiaceae;D_5__Rhodococcus	0.999989653417708
b0819e633890adbc4c3c8d5b077bba9a	48	113	164	819	840	0	0	51	342	332	245	435	0	0	0	28	73	238	238	145	0	52	44	127	211	43	33	110	350	19	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured bacterium AD261-B2;D_3__uncultured bacterium AD261-B2;D_4__uncultured bacterium AD261-B2;D_5__uncultured bacterium AD261-B2;D_6__uncultured bacterium AD261-B2	0.994772201395512
672bb1a8f52233e28ba4b652e9b09861	81	151	161	433	622	0	0	36	405	272	272	561	0	0	0	39	0	259	112	142	0	120	165	122	393	15	58	219	333	0	D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata;D_3__Marine Group III	0.999999998798596
f5561e662e16af726fe02750bc262166	108	0	0	0	0	40	23	242	0	0	0	8	0	0	0	0	123	0	0	0	0	7	0	187	8	0	4	104	418	3637	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Sulfurovaceae;D_5__Sulfurovum;D_6__uncultured Epsilonproteobacteria bacterium	0.704524218000566
8a77ed6854df4a82625c24009e08fc2a	100	214	272	174	200	11	0	53	145	119	386	650	0	0	0	73	0	67	106	0	0	87	125	240	406	0	0	511	710	27	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.999272832566911
fa33cefdf013b17fa5495eae59b5d56d	102	107	127	687	752	0	0	0	416	448	242	392	0	0	0	34	0	322	309	128	0	0	0	100	187	0	0	107	211	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__HOC36;D_4__uncultured bacterium HF0770_27E13;D_5__uncultured bacterium HF0770_27E13;D_6__uncultured bacterium HF0770_27E13	0.999757529831575
e7abfb7126e84c504612c9df207a6634	0	129	115	669	529	0	0	29	527	332	140	345	0	0	0	0	0	376	299	157	0	0	0	217	234	43	9	146	246	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__uncultured	0.922872594065017
39fa7294ae65dd4876941a91c9fd668f	0	61	0	506	669	0	0	0	597	450	226	275	0	0	0	0	0	422	337	233	0	0	0	0	219	48	0	157	286	0	D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata;D_3__Marine Group III;D_4__uncultured marine archaeon;D_5__uncultured marine archaeon;D_6__uncultured marine archaeon	0.797863951278175
29b36587344bb929651696c2a41e56cc	0	454	2800	35	40	0	0	0	69	32	383	181	0	0	0	0	0	69	40	27	17	0	0	0	59	0	0	0	0	0	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Mesonia	0.91254410762982
d4fc8d76f7abcafa5957eadae2b3ebd7	48	0	0	0	0	0	0	71	0	0	0	0	750	901	76	1431	143	34	39	0	10	0	0	445	0	0	0	96	27	81	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Sulfurovaceae;D_5__Sulfurovum	0.999853588058939
398ef93e50d6590eafe2ad2aaf90b2ed	74	68	223	516	605	0	0	0	531	271	165	271	0	0	0	0	0	285	337	89	0	0	0	135	131	0	58	116	231	0	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae	0.999999959625969
0a4eeac3e2210696bb59c2c803440ca1	77	138	94	465	511	0	26	0	306	308	273	365	0	0	0	13	0	180	314	96	0	75	60	113	256	0	0	118	289	0	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__Marinimicrobia bacterium SCGC AAA003-E22;D_3__Marinimicrobia bacterium SCGC AAA003-E22;D_4__Marinimicrobia bacterium SCGC AAA003-E22;D_5__Marinimicrobia bacterium SCGC AAA003-E22;D_6__Marinimicrobia bacterium SCGC AAA003-E22	0.999644974854982
24fcdcc37d0312ff228b1a109f0efdd7	28	0	117	0	0	0	35	42	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	336	4	0	29	253	506	2633	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Sulfurovaceae;D_5__Nitratifractor;D_6__uncultured Epsilonproteobacteria bacterium	0.8877163836887
af5a4159c426041e60cfc03ce87b36df	0	0	140	391	474	0	0	0	522	403	0	329	0	0	0	0	0	409	270	142	477	0	0	0	225	0	0	143	127	0	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae	0.999999990400722
bceed1969fa1f273579833ee01da14b7	94	144	237	277	351	0	0	68	281	205	330	312	0	0	0	30	46	170	85	66	0	23	21	209	285	13	13	346	401	22	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae	0.999999997381922
53f8cc55ef2454c8901d55f93e52a65c	0	0	0	153	321	0	0	0	628	386	184	514	46	40	0	0	0	162	51	217	1052	14	0	0	141	0	0	0	18	0	D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata;D_3__Marine Group II	0.999999999764174
f4622870579e72e3e6350e9397196a75	58	0	0	0	0	0	54	32	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	35	0	0	0	95	193	3451	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Sulfurovaceae;D_5__Nitratifractor;D_6__uncultured Epsilonproteobacteria bacterium	0.955944754274866
1f9d97b07aa566b3b35536b0e7302bb0	0	0	0	0	0	0	0	0	0	172	79	253	0	0	0	0	0	70	0	115	2816	0	0	169	140	80	0	0	0	0	D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata;D_3__Marine Group II	0.999999999726362
fc73a1ebf925676d4d7d60f87aa221c1	51	77	281	494	591	0	0	0	208	201	269	271	0	0	0	22	0	206	274	101	0	60	81	69	173	32	33	130	136	15	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Arctic97B-4 marine group;D_4__uncultured marine bacterium;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.913393387422408
4070e9ba76c58b3d0ed3b37bdfccf0b8	0	106	454	1440	1484	0	0	0	46	72	50	47	0	0	0	0	0	23	12	0	0	0	0	0	0	0	0	0	0	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Salinisphaerales;D_4__Salinisphaeraceae;D_5__Salinisphaera;D_6__uncultured bacterium	0.99949422994476
166c2f6e9c68cc5df6d887a0f069aef3	0	0	0	0	0	0	5	0	0	0	0	0	1059	1210	874	483	24	0	0	0	0	0	0	50	0	0	0	0	0	0	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Thiovulaceae;D_5__Sulfurimonas	0.999997235878443
1a4350bff1e33bd3f2c36a954e327302	40	0	0	0	0	40	77	105	0	0	0	0	57	40	0	0	25	0	0	0	0	0	0	138	0	0	0	147	352	2614	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Sulfurovaceae;D_5__Sulfurovum	0.999981071117656
3120331b3bf92df17f1bfa8fb33b4463	0	28	147	1341	1622	0	0	0	26	88	18	45	0	0	0	0	0	47	90	19	0	0	0	0	35	0	0	0	0	0	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Gammaproteobacteria Incertae Sedis;D_4__Unknown Family;D_5__Marinicella	0.937814494005491
